F_Left,F_Right,B_Left,B_Right,BR_Left,BR_Right,Label
981,361,770,273,453,523,p4_왼다리꼬기
551,703,570,698,237,603,p5_오른쪽기대기
630,429,537,555,658,172,p6_왼쪽기대기
6,5,6,8,1,1,p0_앉지않음
741,740,655,758,482,464,p1_정자세
866,823,424,358,12,24,p2_앞으로숙이기
329,868,358,807,422,473,p3_오른다리꼬기
937,411,820,329,431,425,p4_왼다리꼬기
560,722,463,707,167,688,p5_오른쪽기대기
778,400,713,411,693,156,p6_왼쪽기대기
3,6,5,7,0,3,p0_앉지않음
726,767,693,649,448,477,p1_정자세
913,905,369,259,13,13,p2_앞으로숙이기
337,921,343,889,467,377,p3_오른다리꼬기
886,465,864,318,464,466,p4_왼다리꼬기
380,738,448,764,201,584,p5_오른쪽기대기
771,459,639,408,671,237,p6_왼쪽기대기
6,6,6,5,2,0,p0_앉지않음
705,647,708,642,501,439,p1_정자세
890,875,427,359,11,16,p2_앞으로숙이기
315,917,191,830,521,467,p3_오른다리꼬기
906,449,756,259,433,484,p4_왼다리꼬기
543,706,499,679,236,608,p5_오른쪽기대기
743,475,752,423,648,215,p6_왼쪽기대기
6,7,5,3,1,2,p0_앉지않음
712,692,650,574,526,507,p1_정자세
890,850,313,382,14,18,p2_앞으로숙이기
246,901,325,823,452,424,p3_오른다리꼬기
870,329,821,334,420,413,p4_왼다리꼬기
588,798,356,661,207,662,p5_오른쪽기대기
675,557,741,474,704,213,p6_왼쪽기대기
6,9,8,2,2,1,p0_앉지않음
725,723,580,643,510,482,p1_정자세
862,882,398,411,21,17,p2_앞으로숙이기
360,861,333,863,501,451,p3_오른다리꼬기
827,264,879,271,467,454,p4_왼다리꼬기
491,745,406,699,182,635,p5_오른쪽기대기
733,488,746,443,690,246,p6_왼쪽기대기
7,6,5,7,2,2,p0_앉지않음
730,682,694,654,495,480,p1_정자세
856,889,444,417,17,21,p2_앞으로숙이기
342,855,365,828,422,378,p3_오른다리꼬기
922,268,819,329,478,423,p4_왼다리꼬기
493,706,422,713,184,640,p5_오른쪽기대기
676,556,725,489,701,175,p6_왼쪽기대기
3,0,14,4,3,0,p0_앉지않음
749,792,646,599,494,410,p1_정자세
848,882,398,385,17,18,p2_앞으로숙이기
267,903,421,796,446,527,p3_오른다리꼬기
944,324,858,299,420,447,p4_왼다리꼬기
486,755,412,636,198,718,p5_오른쪽기대기
754,483,737,442,724,199,p6_왼쪽기대기
7,2,6,5,1,1,p0_앉지않음
668,714,681,643,511,498,p1_정자세
853,841,400,534,16,18,p2_앞으로숙이기
371,889,364,838,492,436,p3_오른다리꼬기
861,368,805,326,402,437,p4_왼다리꼬기
428,891,367,700,234,691,p5_오른쪽기대기
792,484,767,495,658,207,p6_왼쪽기대기
4,2,8,8,1,1,p0_앉지않음
692,698,653,697,470,466,p1_정자세
899,831,336,375,13,22,p2_앞으로숙이기
396,945,340,887,422,442,p3_오른다리꼬기
860,339,877,306,502,404,p4_왼다리꼬기
525,687,454,737,193,672,p5_오른쪽기대기
702,416,727,537,610,236,p6_왼쪽기대기
5,0,1,5,1,0,p0_앉지않음
615,657,659,649,479,508,p1_정자세
891,865,393,446,10,13,p2_앞으로숙이기
339,850,279,767,526,412,p3_오른다리꼬기
963,351,872,275,458,476,p4_왼다리꼬기
533,788,431,675,152,670,p5_오른쪽기대기
804,580,715,411,582,231,p6_왼쪽기대기
0,3,4,4,2,2,p0_앉지않음
579,700,538,686,477,413,p1_정자세
817,827,459,409,16,20,p2_앞으로숙이기
345,930,334,798,508,393,p3_오른다리꼬기
936,274,874,393,441,439,p4_왼다리꼬기
530,733,540,709,190,628,p5_오른쪽기대기
703,468,682,425,623,262,p6_왼쪽기대기
1,5,6,6,1,1,p0_앉지않음
722,713,637,571,481,454,p1_정자세
823,851,417,489,12,18,p2_앞으로숙이기
365,951,328,809,381,462,p3_오른다리꼬기
878,300,799,308,510,433,p4_왼다리꼬기
529,744,385,736,167,650,p5_오른쪽기대기
732,544,647,469,616,184,p6_왼쪽기대기
0,11,6,2,0,1,p0_앉지않음
735,605,642,738,454,503,p1_정자세
938,875,406,425,12,21,p2_앞으로숙이기
330,821,280,811,438,439,p3_오른다리꼬기
947,384,860,299,407,362,p4_왼다리꼬기
505,789,444,673,213,646,p5_오른쪽기대기
834,561,747,487,598,219,p6_왼쪽기대기
6,6,6,6,4,1,p0_앉지않음
746,676,689,696,514,566,p1_정자세
814,830,410,444,15,21,p2_앞으로숙이기
316,854,315,846,471,448,p3_오른다리꼬기
886,346,851,284,441,433,p4_왼다리꼬기
542,759,562,708,183,756,p5_오른쪽기대기
770,549,729,481,671,166,p6_왼쪽기대기
6,1,4,2,2,2,p0_앉지않음
724,714,619,636,536,542,p1_정자세
804,788,363,452,21,10,p2_앞으로숙이기
365,973,320,906,489,413,p3_오른다리꼬기
892,351,854,345,466,332,p4_왼다리꼬기
434,640,458,712,208,611,p5_오른쪽기대기
783,535,637,376,649,253,p6_왼쪽기대기
10,6,2,7,1,1,p0_앉지않음
592,705,618,654,408,506,p1_정자세
752,893,426,386,17,10,p2_앞으로숙이기
353,931,145,832,449,442,p3_오른다리꼬기
958,293,825,204,510,440,p4_왼다리꼬기
478,747,481,717,279,668,p5_오른쪽기대기
726,471,680,374,651,223,p6_왼쪽기대기
3,2,9,0,0,0,p0_앉지않음
622,719,631,639,546,472,p1_정자세
881,910,377,436,13,19,p2_앞으로숙이기
271,834,280,814,429,441,p3_오른다리꼬기
928,329,817,282,419,412,p4_왼다리꼬기
419,753,421,748,156,628,p5_오른쪽기대기
840,453,688,389,596,246,p6_왼쪽기대기
5,5,0,6,3,3,p0_앉지않음
733,643,665,683,428,455,p1_정자세
885,885,322,439,15,18,p2_앞으로숙이기
318,925,342,835,450,424,p3_오른다리꼬기
966,343,813,264,455,480,p4_왼다리꼬기
433,842,465,723,197,650,p5_오른쪽기대기
742,550,699,488,632,205,p6_왼쪽기대기
2,8,2,4,1,1,p0_앉지않음
736,684,719,609,506,468,p1_정자세
866,849,392,459,11,17,p2_앞으로숙이기
311,904,240,823,446,522,p3_오른다리꼬기
904,432,858,280,511,467,p4_왼다리꼬기
467,773,435,600,228,693,p5_오른쪽기대기
841,521,687,491,683,249,p6_왼쪽기대기
4,4,2,6,0,2,p0_앉지않음
729,729,656,726,534,475,p1_정자세
826,814,427,349,20,21,p2_앞으로숙이기
306,892,300,885,514,382,p3_오른다리꼬기
887,336,793,275,467,438,p4_왼다리꼬기
422,893,463,705,167,660,p5_오른쪽기대기
741,405,646,489,727,211,p6_왼쪽기대기
8,4,4,8,3,3,p0_앉지않음
646,696,663,637,515,532,p1_정자세
890,917,383,331,16,24,p2_앞으로숙이기
326,927,334,857,450,413,p3_오른다리꼬기
808,294,834,354,445,429,p4_왼다리꼬기
455,782,517,753,218,590,p5_오른쪽기대기
732,597,756,373,647,210,p6_왼쪽기대기
2,0,5,2,1,1,p0_앉지않음
693,699,605,638,429,512,p1_정자세
735,838,445,347,18,20,p2_앞으로숙이기
184,893,156,845,449,350,p3_오른다리꼬기
976,364,816,373,378,400,p4_왼다리꼬기
385,840,466,732,209,672,p5_오른쪽기대기
753,513,705,419,648,208,p6_왼쪽기대기
5,0,0,8,1,2,p0_앉지않음
645,626,607,638,473,551,p1_정자세
857,923,420,279,20,7,p2_앞으로숙이기
361,869,407,907,420,444,p3_오른다리꼬기
909,393,851,248,421,449,p4_왼다리꼬기
561,771,411,732,188,685,p5_오른쪽기대기
876,482,740,412,645,200,p6_왼쪽기대기
4,12,4,6,0,2,p0_앉지않음
757,673,524,648,500,528,p1_정자세
930,834,357,341,15,17,p2_앞으로숙이기
322,931,323,851,413,430,p3_오른다리꼬기
802,361,851,309,470,465,p4_왼다리꼬기
494,752,379,670,201,620,p5_오른쪽기대기
793,467,710,455,679,227,p6_왼쪽기대기
7,0,8,9,1,2,p0_앉지않음
655,602,613,622,485,461,p1_정자세
820,849,361,427,18,26,p2_앞으로숙이기
406,909,268,861,463,429,p3_오른다리꼬기
931,280,840,327,438,441,p4_왼다리꼬기
493,708,508,649,209,666,p5_오른쪽기대기
702,503,654,519,604,180,p6_왼쪽기대기
1,0,9,6,2,1,p0_앉지않음
745,658,689,606,474,530,p1_정자세
884,873,347,377,15,10,p2_앞으로숙이기
418,803,261,829,336,394,p3_오른다리꼬기
925,351,912,377,467,462,p4_왼다리꼬기
503,617,380,705,218,661,p5_오른쪽기대기
705,546,774,496,689,183,p6_왼쪽기대기
8,5,6,6,1,1,p0_앉지않음
695,749,627,694,529,488,p1_정자세
905,835,475,421,14,10,p2_앞으로숙이기
345,891,237,841,417,473,p3_오른다리꼬기
952,288,918,293,410,480,p4_왼다리꼬기
477,745,429,659,221,638,p5_오른쪽기대기
678,527,639,392,697,164,p6_왼쪽기대기
0,6,4,4,1,2,p0_앉지않음
662,773,576,672,525,469,p1_정자세
809,890,350,369,19,15,p2_앞으로숙이기
260,969,273,833,460,475,p3_오른다리꼬기
978,266,883,337,444,481,p4_왼다리꼬기
546,680,537,622,165,639,p5_오른쪽기대기
846,484,698,521,637,164,p6_왼쪽기대기
3,9,5,10,2,1,p0_앉지않음
702,657,616,873,540,534,p1_정자세
825,912,454,494,24,7,p2_앞으로숙이기
294,859,252,862,427,532,p3_오른다리꼬기
976,349,928,374,431,369,p4_왼다리꼬기
489,717,460,704,201,670,p5_오른쪽기대기
689,520,678,459,688,163,p6_왼쪽기대기
4,4,3,7,1,1,p0_앉지않음
664,754,625,673,579,497,p1_정자세
894,916,451,399,18,8,p2_앞으로숙이기
310,875,412,817,416,408,p3_오른다리꼬기
922,357,893,333,394,417,p4_왼다리꼬기
568,739,509,692,170,637,p5_오른쪽기대기
701,471,710,475,586,199,p6_왼쪽기대기
3,3,5,3,3,3,p0_앉지않음
759,675,601,654,493,475,p1_정자세
802,848,379,434,18,20,p2_앞으로숙이기
287,916,263,801,432,492,p3_오른다리꼬기
885,428,871,280,496,467,p4_왼다리꼬기
453,842,462,700,174,697,p5_오른쪽기대기
775,531,674,491,686,179,p6_왼쪽기대기
0,6,0,5,1,3,p0_앉지않음
680,755,624,699,582,457,p1_정자세
861,959,403,403,18,15,p2_앞으로숙이기
264,945,199,833,498,435,p3_오른다리꼬기
872,393,815,238,460,442,p4_왼다리꼬기
437,781,473,682,191,668,p5_오른쪽기대기
809,485,732,478,685,201,p6_왼쪽기대기
2,3,6,10,1,2,p0_앉지않음
683,705,725,688,450,477,p1_정자세
900,855,342,359,18,19,p2_앞으로숙이기
350,999,341,840,417,411,p3_오른다리꼬기
913,325,916,373,475,402,p4_왼다리꼬기
466,812,421,756,214,652,p5_오른쪽기대기
714,495,709,501,614,192,p6_왼쪽기대기
5,6,2,1,2,0,p0_앉지않음
764,692,572,625,515,478,p1_정자세
850,879,389,353,13,22,p2_앞으로숙이기
434,819,354,860,486,427,p3_오른다리꼬기
829,379,812,230,397,474,p4_왼다리꼬기
506,789,483,678,197,629,p5_오른쪽기대기
739,451,719,503,617,238,p6_왼쪽기대기
5,5,0,0,2,2,p0_앉지않음
666,783,686,604,501,599,p1_정자세
800,871,383,435,21,13,p2_앞으로숙이기
405,988,303,881,426,450,p3_오른다리꼬기
892,389,898,294,511,511,p4_왼다리꼬기
542,724,419,659,228,601,p5_오른쪽기대기
783,445,741,450,703,234,p6_왼쪽기대기
9,9,5,1,0,0,p0_앉지않음
645,703,622,640,519,487,p1_정자세
805,847,355,386,21,13,p2_앞으로숙이기
438,957,271,805,447,496,p3_오른다리꼬기
880,395,898,261,422,478,p4_왼다리꼬기
507,715,432,696,153,680,p5_오른쪽기대기
726,360,698,412,717,182,p6_왼쪽기대기
1,6,3,2,2,0,p0_앉지않음
627,786,678,636,499,520,p1_정자세
888,819,418,374,14,15,p2_앞으로숙이기
349,929,324,789,395,435,p3_오른다리꼬기
973,307,841,273,427,457,p4_왼다리꼬기
570,772,409,837,202,626,p5_오른쪽기대기
820,476,783,406,707,206,p6_왼쪽기대기
8,10,1,8,0,0,p0_앉지않음
659,725,651,641,505,523,p1_정자세
876,893,491,398,12,18,p2_앞으로숙이기
292,872,349,845,401,390,p3_오른다리꼬기
901,407,895,305,530,445,p4_왼다리꼬기
493,621,427,742,246,616,p5_오른쪽기대기
773,552,700,335,659,222,p6_왼쪽기대기
2,4,1,0,3,1,p0_앉지않음
779,742,632,645,522,538,p1_정자세
862,894,385,350,14,16,p2_앞으로숙이기
289,846,322,833,443,435,p3_오른다리꼬기
960,413,800,273,484,474,p4_왼다리꼬기
497,693,415,674,208,718,p5_오른쪽기대기
715,448,694,501,592,243,p6_왼쪽기대기
4,2,0,7,1,2,p0_앉지않음
654,684,625,644,473,438,p1_정자세
959,795,409,311,5,15,p2_앞으로숙이기
358,950,319,844,412,509,p3_오른다리꼬기
937,287,851,307,436,480,p4_왼다리꼬기
541,740,435,774,227,652,p5_오른쪽기대기
668,517,734,312,660,187,p6_왼쪽기대기
4,2,4,9,1,2,p0_앉지않음
659,737,650,667,500,525,p1_정자세
747,793,420,297,12,14,p2_앞으로숙이기
308,872,313,890,411,426,p3_오른다리꼬기
870,228,855,346,490,415,p4_왼다리꼬기
437,751,491,707,208,695,p5_오른쪽기대기
713,489,781,440,599,179,p6_왼쪽기대기
2,6,2,5,1,0,p0_앉지않음
715,707,675,616,468,516,p1_정자세
910,850,421,383,7,19,p2_앞으로숙이기
395,928,290,873,485,514,p3_오른다리꼬기
939,353,797,307,460,478,p4_왼다리꼬기
567,745,555,612,212,618,p5_오른쪽기대기
654,489,627,441,651,233,p6_왼쪽기대기
0,7,5,8,1,0,p0_앉지않음
639,635,673,723,477,525,p1_정자세
789,857,433,327,13,18,p2_앞으로숙이기
203,953,317,878,433,381,p3_오른다리꼬기
921,345,851,354,480,526,p4_왼다리꼬기
507,715,440,720,230,591,p5_오른쪽기대기
750,580,687,496,669,228,p6_왼쪽기대기
2,2,5,0,1,2,p0_앉지않음
789,720,681,708,461,493,p1_정자세
947,846,455,448,7,16,p2_앞으로숙이기
357,913,262,805,430,446,p3_오른다리꼬기
947,440,905,343,409,433,p4_왼다리꼬기
510,718,478,736,216,691,p5_오른쪽기대기
704,546,665,402,671,236,p6_왼쪽기대기
6,5,5,5,0,0,p0_앉지않음
696,703,650,683,491,522,p1_정자세
844,922,404,517,16,13,p2_앞으로숙이기
305,842,250,814,465,428,p3_오른다리꼬기
907,414,846,403,402,443,p4_왼다리꼬기
473,796,338,627,196,712,p5_오른쪽기대기
761,432,640,533,625,171,p6_왼쪽기대기
9,8,8,2,0,2,p0_앉지않음
716,718,723,563,534,456,p1_정자세
884,831,359,369,7,15,p2_앞으로숙이기
311,931,332,917,464,470,p3_오른다리꼬기
956,318,790,310,393,548,p4_왼다리꼬기
572,858,453,727,186,685,p5_오른쪽기대기
689,372,660,377,709,254,p6_왼쪽기대기
0,8,7,0,1,1,p0_앉지않음
737,638,645,615,518,491,p1_정자세
828,841,501,379,9,17,p2_앞으로숙이기
342,843,411,835,434,456,p3_오른다리꼬기
969,266,861,404,455,400,p4_왼다리꼬기
469,760,516,683,224,592,p5_오른쪽기대기
677,475,771,453,661,208,p6_왼쪽기대기
8,3,7,2,3,1,p0_앉지않음
655,727,653,666,509,456,p1_정자세
914,885,467,373,17,15,p2_앞으로숙이기
406,946,309,789,521,472,p3_오른다리꼬기
875,370,789,352,391,441,p4_왼다리꼬기
512,801,455,731,199,648,p5_오른쪽기대기
754,490,615,411,659,192,p6_왼쪽기대기
4,4,2,3,1,2,p0_앉지않음
719,690,598,580,603,454,p1_정자세
829,870,418,426,12,16,p2_앞으로숙이기
353,887,312,892,449,449,p3_오른다리꼬기
942,398,913,212,486,474,p4_왼다리꼬기
455,762,502,658,213,684,p5_오른쪽기대기
696,492,715,410,614,195,p6_왼쪽기대기
7,6,2,6,1,0,p0_앉지않음
681,756,682,649,483,484,p1_정자세
854,807,382,389,8,10,p2_앞으로숙이기
370,900,284,813,513,416,p3_오른다리꼬기
910,325,851,322,395,449,p4_왼다리꼬기
559,838,443,702,266,695,p5_오른쪽기대기
719,469,747,399,693,210,p6_왼쪽기대기
6,4,3,9,1,1,p0_앉지않음
695,709,598,621,475,533,p1_정자세
814,779,301,326,21,15,p2_앞으로숙이기
375,921,302,847,491,455,p3_오른다리꼬기
955,381,825,275,420,498,p4_왼다리꼬기
479,710,465,695,208,725,p5_오른쪽기대기
795,501,629,425,678,164,p6_왼쪽기대기
11,5,5,3,2,0,p0_앉지않음
808,765,699,580,508,548,p1_정자세
873,809,367,377,11,22,p2_앞으로숙이기
253,926,235,811,369,428,p3_오른다리꼬기
960,363,802,350,499,454,p4_왼다리꼬기
601,791,484,659,218,658,p5_오른쪽기대기
775,465,706,409,564,229,p6_왼쪽기대기
0,5,5,5,1,2,p0_앉지않음
723,736,736,661,502,463,p1_정자세
867,876,390,427,13,18,p2_앞으로숙이기
395,935,305,808,425,473,p3_오른다리꼬기
997,332,868,272,411,422,p4_왼다리꼬기
395,817,338,686,164,614,p5_오른쪽기대기
818,510,651,420,619,198,p6_왼쪽기대기
5,10,0,4,1,2,p0_앉지않음
717,729,667,603,548,531,p1_정자세
886,900,420,474,16,13,p2_앞으로숙이기
349,899,274,915,461,453,p3_오른다리꼬기
915,498,804,257,394,440,p4_왼다리꼬기
512,726,423,707,184,662,p5_오른쪽기대기
805,533,744,504,661,195,p6_왼쪽기대기
2,3,3,7,2,2,p0_앉지않음
641,771,628,594,482,599,p1_정자세
834,836,390,392,11,15,p2_앞으로숙이기
403,912,244,836,427,452,p3_오른다리꼬기
953,342,846,388,485,472,p4_왼다리꼬기
597,774,350,741,152,668,p5_오른쪽기대기
664,476,681,411,636,230,p6_왼쪽기대기
2,6,2,4,2,1,p0_앉지않음
634,724,706,646,481,506,p1_정자세
852,859,273,346,10,15,p2_앞으로숙이기
359,925,312,797,507,500,p3_오른다리꼬기
849,366,826,306,492,535,p4_왼다리꼬기
537,764,433,709,240,648,p5_오른쪽기대기
705,419,725,462,624,230,p6_왼쪽기대기
3,4,4,3,2,3,p0_앉지않음
642,724,658,657,534,501,p1_정자세
869,878,374,414,13,14,p2_앞으로숙이기
333,918,304,865,449,385,p3_오른다리꼬기
901,353,859,270,402,474,p4_왼다리꼬기
486,758,435,699,186,611,p5_오른쪽기대기
773,469,708,470,626,163,p6_왼쪽기대기
12,3,6,10,2,1,p0_앉지않음
696,658,694,678,479,458,p1_정자세
797,889,406,410,10,7,p2_앞으로숙이기
398,901,345,834,440,478,p3_오른다리꼬기
929,389,838,330,494,445,p4_왼다리꼬기
474,817,417,731,198,576,p5_오른쪽기대기
806,362,600,476,671,180,p6_왼쪽기대기
5,0,7,5,1,2,p0_앉지않음
724,698,556,759,548,448,p1_정자세
836,840,453,292,12,6,p2_앞으로숙이기
335,881,303,825,419,474,p3_오른다리꼬기
918,377,842,271,445,470,p4_왼다리꼬기
391,769,465,703,195,547,p5_오른쪽기대기
728,589,700,434,650,210,p6_왼쪽기대기
6,4,6,10,3,4,p0_앉지않음
667,783,610,667,529,479,p1_정자세
853,886,364,483,8,24,p2_앞으로숙이기
400,896,279,829,444,448,p3_오른다리꼬기
950,448,857,257,428,442,p4_왼다리꼬기
448,691,554,715,175,682,p5_오른쪽기대기
691,445,659,532,639,126,p6_왼쪽기대기
8,4,0,4,2,2,p0_앉지않음
789,657,652,615,438,535,p1_정자세
868,861,421,365,9,15,p2_앞으로숙이기
408,964,339,851,460,450,p3_오른다리꼬기
858,351,796,293,515,482,p4_왼다리꼬기
453,746,408,696,231,676,p5_오른쪽기대기
874,559,710,483,641,166,p6_왼쪽기대기
8,8,4,5,3,2,p0_앉지않음
626,712,641,705,541,552,p1_정자세
805,818,455,370,7,17,p2_앞으로숙이기
322,971,314,856,435,513,p3_오른다리꼬기
914,329,818,296,410,491,p4_왼다리꼬기
409,743,480,717,178,676,p5_오른쪽기대기
705,498,732,473,622,235,p6_왼쪽기대기
5,7,9,8,3,2,p0_앉지않음
739,710,589,665,510,523,p1_정자세
844,819,432,334,22,13,p2_앞으로숙이기
362,922,329,793,482,462,p3_오른다리꼬기
874,312,836,235,518,509,p4_왼다리꼬기
522,738,440,737,252,627,p5_오른쪽기대기
694,577,610,399,640,153,p6_왼쪽기대기
8,7,3,8,3,1,p0_앉지않음
677,812,686,662,554,512,p1_정자세
829,853,451,300,13,21,p2_앞으로숙이기
324,961,370,847,427,438,p3_오른다리꼬기
1006,443,855,269,454,459,p4_왼다리꼬기
437,754,516,610,224,704,p5_오른쪽기대기
721,584,665,472,637,190,p6_왼쪽기대기
3,7,7,4,0,2,p0_앉지않음
721,689,743,571,411,470,p1_정자세
878,807,350,447,17,16,p2_앞으로숙이기
389,882,281,882,396,364,p3_오른다리꼬기
882,396,860,342,369,462,p4_왼다리꼬기
532,682,493,694,292,562,p5_오른쪽기대기
818,480,619,423,661,231,p6_왼쪽기대기
10,9,2,8,2,1,p0_앉지않음
689,664,651,613,458,519,p1_정자세
875,842,468,386,13,18,p2_앞으로숙이기
343,903,173,850,376,401,p3_오른다리꼬기
846,297,828,275,476,458,p4_왼다리꼬기
404,754,465,683,198,657,p5_오른쪽기대기
788,421,687,525,706,225,p6_왼쪽기대기
6,9,10,4,1,1,p0_앉지않음
854,621,626,579,504,451,p1_정자세
845,771,430,461,13,14,p2_앞으로숙이기
341,907,298,880,499,417,p3_오른다리꼬기
887,395,793,201,459,469,p4_왼다리꼬기
463,721,411,656,220,602,p5_오른쪽기대기
736,454,627,493,629,205,p6_왼쪽기대기
0,2,7,12,0,1,p0_앉지않음
720,669,692,606,506,479,p1_정자세
898,822,382,447,9,15,p2_앞으로숙이기
258,856,319,810,428,469,p3_오른다리꼬기
876,391,858,321,499,462,p4_왼다리꼬기
576,795,423,764,207,634,p5_오른쪽기대기
763,555,722,541,693,215,p6_왼쪽기대기
1,4,5,7,2,2,p0_앉지않음
706,736,607,734,418,558,p1_정자세
848,890,418,417,17,19,p2_앞으로숙이기
333,941,245,849,483,489,p3_오른다리꼬기
918,330,885,266,520,446,p4_왼다리꼬기
423,690,452,706,259,608,p5_오른쪽기대기
751,447,675,534,604,217,p6_왼쪽기대기
6,4,6,1,3,3,p0_앉지않음
702,821,630,670,557,481,p1_정자세
794,785,503,373,14,9,p2_앞으로숙이기
397,868,275,861,407,442,p3_오른다리꼬기
956,371,855,310,434,529,p4_왼다리꼬기
459,760,455,750,233,648,p5_오른쪽기대기
764,516,586,370,625,183,p6_왼쪽기대기
1,7,5,4,0,1,p0_앉지않음
568,691,653,662,437,508,p1_정자세
808,817,435,500,15,10,p2_앞으로숙이기
359,937,331,959,421,460,p3_오른다리꼬기
961,424,771,299,509,565,p4_왼다리꼬기
535,731,399,810,221,616,p5_오른쪽기대기
739,515,727,405,625,150,p6_왼쪽기대기
8,3,6,9,2,1,p0_앉지않음
709,703,712,665,478,541,p1_정자세
899,796,476,418,16,20,p2_앞으로숙이기
321,938,281,791,410,472,p3_오른다리꼬기
862,430,897,366,454,460,p4_왼다리꼬기
440,799,468,728,250,625,p5_오른쪽기대기
743,516,653,440,669,190,p6_왼쪽기대기
8,0,8,6,1,1,p0_앉지않음
595,660,702,647,546,475,p1_정자세
878,821,351,394,11,7,p2_앞으로숙이기
340,904,363,887,498,478,p3_오른다리꼬기
913,288,855,329,508,477,p4_왼다리꼬기
562,698,433,721,234,644,p5_오른쪽기대기
745,534,643,530,614,142,p6_왼쪽기대기
5,10,6,7,2,1,p0_앉지않음
622,587,659,715,513,524,p1_정자세
913,863,393,359,25,17,p2_앞으로숙이기
302,853,362,808,524,339,p3_오른다리꼬기
956,374,854,291,525,478,p4_왼다리꼬기
454,664,458,699,154,647,p5_오른쪽기대기
721,500,736,524,686,178,p6_왼쪽기대기
6,5,1,6,3,2,p0_앉지않음
620,701,589,693,520,493,p1_정자세
836,841,400,361,8,20,p2_앞으로숙이기
330,906,314,862,403,382,p3_오른다리꼬기
876,369,820,282,535,376,p4_왼다리꼬기
462,844,447,664,235,652,p5_오른쪽기대기
732,509,667,399,645,169,p6_왼쪽기대기
5,6,7,8,1,2,p0_앉지않음
724,716,626,598,520,431,p1_정자세
839,747,333,356,20,18,p2_앞으로숙이기
322,929,344,843,394,441,p3_오른다리꼬기
896,288,864,313,467,461,p4_왼다리꼬기
536,741,460,680,182,703,p5_오른쪽기대기
647,543,668,412,660,155,p6_왼쪽기대기
2,2,4,2,3,3,p0_앉지않음
598,727,692,677,473,490,p1_정자세
820,833,339,394,7,13,p2_앞으로숙이기
287,908,266,861,493,513,p3_오른다리꼬기
798,308,837,323,383,410,p4_왼다리꼬기
506,754,468,722,210,657,p5_오른쪽기대기
752,533,588,527,561,167,p6_왼쪽기대기
4,7,0,4,2,2,p0_앉지않음
665,684,619,630,458,464,p1_정자세
867,855,424,410,18,19,p2_앞으로숙이기
262,865,288,849,423,486,p3_오른다리꼬기
979,359,853,342,375,451,p4_왼다리꼬기
548,717,388,690,198,613,p5_오른쪽기대기
854,476,642,445,686,200,p6_왼쪽기대기
6,2,9,6,3,2,p0_앉지않음
741,656,625,717,562,454,p1_정자세
859,832,365,414,20,17,p2_앞으로숙이기
334,920,282,866,505,366,p3_오른다리꼬기
931,273,899,268,401,477,p4_왼다리꼬기
518,700,387,690,163,607,p5_오른쪽기대기
755,451,721,524,644,203,p6_왼쪽기대기
11,1,8,8,2,3,p0_앉지않음
714,670,704,706,544,501,p1_정자세
821,857,447,451,12,16,p2_앞으로숙이기
284,939,260,881,404,491,p3_오른다리꼬기
912,310,877,270,479,439,p4_왼다리꼬기
413,700,428,768,227,714,p5_오른쪽기대기
832,473,690,429,623,144,p6_왼쪽기대기
4,1,4,11,1,2,p0_앉지않음
745,714,664,631,490,461,p1_정자세
883,780,448,329,19,13,p2_앞으로숙이기
288,923,346,832,478,358,p3_오른다리꼬기
847,414,841,206,422,413,p4_왼다리꼬기
491,731,458,696,240,666,p5_오른쪽기대기
772,558,680,386,698,204,p6_왼쪽기대기
5,3,3,7,2,2,p0_앉지않음
739,728,656,641,548,485,p1_정자세
864,817,367,388,10,18,p2_앞으로숙이기
282,903,306,777,432,460,p3_오른다리꼬기
917,339,877,294,450,460,p4_왼다리꼬기
546,716,425,666,190,707,p5_오른쪽기대기
778,443,669,468,613,178,p6_왼쪽기대기
9,3,7,8,1,1,p0_앉지않음
686,645,656,639,514,555,p1_정자세
882,869,301,422,23,0,p2_앞으로숙이기
384,893,257,882,518,481,p3_오른다리꼬기
885,302,855,343,434,438,p4_왼다리꼬기
641,803,507,626,178,652,p5_오른쪽기대기
699,580,770,423,721,199,p6_왼쪽기대기
12,5,6,9,3,2,p0_앉지않음
692,725,609,657,455,428,p1_정자세
852,900,446,395,23,12,p2_앞으로숙이기
254,812,240,882,424,468,p3_오른다리꼬기
965,294,869,326,415,504,p4_왼다리꼬기
485,730,555,726,227,704,p5_오른쪽기대기
717,562,674,422,639,181,p6_왼쪽기대기
7,5,3,7,1,1,p0_앉지않음
702,723,669,631,533,491,p1_정자세
823,791,449,400,16,20,p2_앞으로숙이기
326,845,303,862,439,508,p3_오른다리꼬기
800,406,881,322,316,501,p4_왼다리꼬기
448,724,441,720,219,685,p5_오른쪽기대기
790,512,720,395,619,226,p6_왼쪽기대기
7,7,3,7,0,3,p0_앉지않음
686,784,573,738,485,484,p1_정자세
857,822,396,363,11,17,p2_앞으로숙이기
304,869,231,829,502,416,p3_오른다리꼬기
870,359,835,411,443,463,p4_왼다리꼬기
547,796,461,691,260,646,p5_오른쪽기대기
727,467,613,491,556,199,p6_왼쪽기대기
4,11,0,2,1,1,p0_앉지않음
672,695,587,667,407,498,p1_정자세
825,890,487,383,21,13,p2_앞으로숙이기
301,969,326,850,477,460,p3_오른다리꼬기
897,283,839,331,445,486,p4_왼다리꼬기
